seed,alpha,method,VaR,lb_bound,ub_bound,CVaR_beta,CVaR_lb_bound,CVaR_ub_bound,a,b,pi,rho,mom1_pi,mom2_rho
1,0.99,KNN,5241.0,1286.0,6000,5519.0,1334.0,6000,0.5193266721735164,1.8173754947871688,0.22224769571254221,0.2996971110882437,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.9,LR,2713.0,1083.0,6000,3195.0,1575.0,6000,2.4639623264027835,6.924109321067995,0.26245670239069757,0.09626425711488751,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.95,LR,3088.0,1341.0,6000,3503.0,1575.0,6000,2.4639623264027835,6.924109321067995,0.26245670239069757,0.09626425711488751,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.99,LR,3768.0,1530.0,6000,4081.0,1575.0,6000,2.4639623264027835,6.924109321067995,0.26245670239069757,0.09626425711488751,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.9,MLP,3283.0,783.0,6000,4117.0,1304.0,6000,0.5903425451207764,2.1239670996191435,0.21749270436584323,0.2692290346380158,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.95,MLP,3994.0,1057.0,6000,4622.0,1304.0,6000,0.5903425451207764,2.1239670996191435,0.21749270436584323,0.2692290346380158,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.99,MLP,5033.0,1257.0,6000,5349.0,1305.0,6000,0.5903425451207764,2.1239670996191435,0.21749270436584323,0.2692290346380158,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.9,RF,2943.0,825.0,6000,3646.0,1344.0,6000,0.962245830432426,3.3355475618613855,0.22389299405545823,0.1887578329224019,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.95,RF,3513.0,1098.0,6000,4089.0,1344.0,6000,0.962245830432426,3.3355475618613855,0.22389299405545823,0.1887578329224019,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.99,RF,4463.0,1296.0,6000,4820.0,1344.0,6000,0.962245830432426,3.3355475618613855,0.22389299405545823,0.1887578329224019,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.9,AB,3054.0,811.0,6000,3804.0,1331.0,6000,0.8114942419469062,2.849339186083108,0.22166926135822343,0.2145539023098425,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.95,AB,3672.0,1084.0,6000,4270.0,1331.0,6000,0.8114942419469062,2.849339186083108,0.22166926135822343,0.2145539023098425,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.99,AB,4663.0,1282.0,6000,5011.0,1331.0,6000,0.8114942419469062,2.849339186083108,0.22166926135822343,0.2145539023098425,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.9,KNN,3569.0,839.0,6000,4429.0,1356.0,6000,0.49763632447605594,1.7051012603439775,0.2259172077080228,0.3122328862469672,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.95,KNN,4328.0,1111.0,6000,4931.0,1356.0,6000,0.49763632447605594,1.7051012603439775,0.2259172077080228,0.3122328862469672,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
2,0.99,KNN,5326.0,1308.0,6000,5574.0,1356.0,6000,0.49763632447605594,1.7051012603439775,0.2259172077080228,0.3122328862469672,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.9,LR,2751.0,1096.0,6000,3244.0,1587.0,6000,2.3825734258003948,6.626648454348754,0.26445940143289615,0.09990786616322855,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.95,LR,3134.0,1354.0,6000,3556.0,1587.0,6000,2.3825734258003948,6.626648454348754,0.26445940143289615,0.09990786616322855,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.99,LR,3825.0,1542.0,6000,4139.0,1587.0,6000,2.3825734258003948,6.626648454348754,0.26445940143289615,0.09990786616322855,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.9,MLP,3253.0,766.0,6000,4090.0,1291.0,6000,0.5880996056727705,2.1466622783403344,0.215046000571636,0.26775468719453466,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.95,MLP,3965.0,1042.0,6000,4595.0,1291.0,6000,0.5880996056727705,2.1466622783403344,0.215046000571636,0.26775468719453466,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.99,MLP,5011.0,1242.0,6000,5328.0,1291.0,6000,0.5880996056727705,2.1466622783403344,0.215046000571636,0.26775468719453466,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.9,RF,2919.0,794.0,6000,3634.0,1316.0,6000,0.9233827519967318,3.288247574686241,0.21924591675261693,0.19187853652629777,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.95,RF,3498.0,1068.0,6000,4080.0,1316.0,6000,0.9233827519967318,3.288247574686241,0.21924591675261693,0.19187853652629777,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.99,RF,4461.0,1268.0,6000,4823.0,1316.0,6000,0.9233827519967318,3.288247574686241,0.21924591675261693,0.19187853652629777,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.9,AB,3057.0,801.0,6000,3816.0,1322.0,6000,0.7905639840597478,2.799863661197335,0.2201865800315109,0.21784462740268198,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.95,AB,3682.0,1074.0,6000,4285.0,1322.0,6000,0.7905639840597478,2.799863661197335,0.2201865800315109,0.21784462740268198,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.99,AB,4680.0,1273.0,6000,5030.0,1322.0,6000,0.7905639840597478,2.799863661197335,0.2201865800315109,0.21784462740268198,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.9,KNN,3329.0,768.0,6000,4185.0,1293.0,6000,0.5451301872480014,1.9863242380072235,0.21534268277140348,0.28316944793297966,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.95,KNN,4064.0,1044.0,6000,4698.0,1293.0,6000,0.5451301872480014,1.9863242380072235,0.21534268277140348,0.28316944793297966,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
3,0.99,KNN,5111.0,1244.0,6000,5411.0,1293.0,6000,0.5451301872480014,1.9863242380072235,0.21534268277140348,0.28316944793297966,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.9,LR,2727.0,1088.0,6000,3213.0,1580.0,6000,2.4372792779745334,6.819458311659259,0.26329786864693383,0.09749688838785082,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.95,LR,3105.0,1347.0,6000,3521.0,1580.0,6000,2.4372792779745334,6.819458311659259,0.26329786864693383,0.09749688838785082,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.99,LR,3789.0,1535.0,6000,4096.0,1580.0,6000,2.4372792779745334,6.819458311659259,0.26329786864693383,0.09749688838785082,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.9,MLP,3120.0,688.0,6000,3971.0,1220.0,6000,0.5683146439335904,2.2284326831136725,0.2032055732877389,0.2633833420718312,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.95,MLP,3838.0,967.0,6000,4488.0,1220.0,6000,0.5683146439335904,2.2284326831136725,0.2032055732877389,0.2633833420718312,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.99,MLP,4917.0,1170.0,6000,5259.0,1220.0,6000,0.5683146439335904,2.2284326831136725,0.2032055732877389,0.2633833420718312,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.9,RF,2883.0,784.0,6000,3590.0,1307.0,6000,0.9444785567974538,3.393823271077637,0.21770697251372698,0.18732548893700335,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.95,RF,3454.0,1059.0,6000,4034.0,1307.0,6000,0.9444785567974538,3.393823271077637,0.21770697251372698,0.18732548893700335,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.99,RF,4412.0,1258.0,6000,4774.0,1307.0,6000,0.9444785567974538,3.393823271077637,0.21770697251372698,0.18732548893700335,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.9,AB,2967.0,769.0,6000,3715.0,1293.0,6000,0.8200507264889062,2.9861714321448307,0.21545004266993908,0.2080636239845121,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.95,AB,3578.0,1044.0,6000,4180.0,1293.0,6000,0.8200507264889062,2.9861714321448307,0.21545004266993908,0.2080636239845121,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.99,AB,4573.0,1245.0,6000,4936.0,1293.0,6000,0.8200507264889062,2.9861714321448307,0.21545004266993908,0.2080636239845121,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.9,KNN,3307.0,751.0,6000,4166.0,1277.0,6000,0.5369624939305668,1.9876666699110217,0.21268965027461725,0.28371779086968485,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.95,KNN,4046.0,1027.0,6000,4683.0,1277.0,6000,0.5369624939305668,1.9876666699110217,0.21268965027461725,0.28371779086968485,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
4,0.99,KNN,5101.0,1228.0,6000,5407.0,1277.0,6000,0.5369624939305668,1.9876666699110217,0.21268965027461725,0.28371779086968485,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.9,LR,2749.0,1101.0,6000,3239.0,1592.0,6000,2.422661076474846,6.709185743826525,0.2652980414749109,0.09869868916654773,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.95,LR,3129.0,1359.0,6000,3551.0,1592.0,6000,2.422661076474846,6.709185743826525,0.2652980414749109,0.09869868916654773,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.99,LR,3816.0,1547.0,6000,4128.0,1592.0,6000,2.422661076474846,6.709185743826525,0.2652980414749109,0.09869868916654773,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.9,MLP,3211.0,750.0,6000,4046.0,1276.0,6000,0.593983050454776,2.199410470421434,0.21263851513067872,0.26361620393367907,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.95,MLP,3919.0,1027.0,6000,4552.0,1276.0,6000,0.593983050454776,2.199410470421434,0.21263851513067872,0.26361620393367907,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.99,MLP,4971.0,1228.0,6000,5291.0,1276.0,6000,0.593983050454776,2.199410470421434,0.21263851513067872,0.26361620393367907,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.9,RF,2904.0,793.0,6000,3612.0,1315.0,6000,0.9388082015253396,3.34742653097881,0.21902864871258676,0.1891705629057998,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.95,RF,3477.0,1067.0,6000,4060.0,1315.0,6000,0.9388082015253396,3.34742653097881,0.21902864871258676,0.1891705629057998,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.99,RF,4436.0,1266.0,6000,4801.0,1315.0,6000,0.9388082015253396,3.34742653097881,0.21902864871258676,0.1891705629057998,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.9,AB,3074.0,814.0,6000,3832.0,1334.0,6000,0.7978059246262922,2.7929396919787597,0.22218391660409378,0.21782953870999283,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.95,AB,3698.0,1087.0,6000,4298.0,1334.0,6000,0.7978059246262922,2.7929396919787597,0.22218391660409378,0.21782953870999283,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.99,AB,4692.0,1285.0,6000,5035.0,1334.0,6000,0.7978059246262922,2.7929396919787597,0.22218391660409378,0.21782953870999283,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.9,KNN,3356.0,793.0,6000,4203.0,1315.0,6000,0.5587810341354735,1.9926011014599083,0.21901111022911443,0.2815805119863149,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.95,KNN,4084.0,1067.0,6000,4710.0,1315.0,6000,0.5587810341354735,1.9926011014599083,0.21901111022911443,0.2815805119863149,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
5,0.99,KNN,5119.0,1266.0,6000,5419.0,1315.0,6000,0.5587810341354735,1.9926011014599083,0.21901111022911443,0.2815805119863149,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.9,LR,2725.0,1087.0,6000,3209.0,1579.0,6000,2.438054812619616,6.829746056162103,0.26306724185584557,0.09739183811408007,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.95,LR,3102.0,1345.0,6000,3521.0,1579.0,6000,2.438054812619616,6.829746056162103,0.26306724185584557,0.09739183811408007,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.99,LR,3786.0,1533.0,6000,4095.0,1579.0,6000,2.438054812619616,6.829746056162103,0.26306724185584557,0.09739183811408007,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.9,MLP,3360.0,791.0,6000,4208.0,1313.0,6000,0.5549163010378033,1.9812785611539743,0.21879876397125303,0.28278984585713346,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.95,MLP,4090.0,1066.0,6000,4716.0,1313.0,6000,0.5549163010378033,1.9812785611539743,0.21879876397125303,0.28278984585713346,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.99,MLP,5126.0,1265.0,6000,5417.0,1313.0,6000,0.5549163010378033,1.9812785611539743,0.21879876397125303,0.28278984585713346,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.9,RF,2885.0,799.0,6000,3583.0,1319.0,6000,0.9763251296512199,3.4617327720905555,0.21998927262036128,0.1838891784656626,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.95,RF,3448.0,1073.0,6000,4023.0,1320.0,6000,0.9763251296512199,3.4617327720905555,0.21998927262036128,0.1838891784656626,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.99,RF,4396.0,1272.0,6000,4759.0,1320.0,6000,0.9763251296512199,3.4617327720905555,0.21998927262036128,0.1838891784656626,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.9,AB,3012.0,797.0,6000,3756.0,1319.0,6000,0.8287393401829437,2.94345911188537,0.21969664393678495,0.20954702744320933,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.95,AB,3622.0,1071.0,6000,4221.0,1319.0,6000,0.8287393401829437,2.94345911188537,0.21969664393678495,0.20954702744320933,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.99,AB,4611.0,1270.0,6000,4967.0,1319.0,6000,0.8287393401829437,2.94345911188537,0.21969664393678495,0.20954702744320933,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.9,KNN,3441.0,792.0,6000,4305.0,1314.0,6000,0.5116785075780232,1.8264621393210858,0.21883991805908767,0.29956796485760046,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.95,KNN,4195.0,1066.0,6000,4815.0,1314.0,6000,0.5116785075780232,1.8264621393210858,0.21883991805908767,0.29956796485760046,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
6,0.99,KNN,5225.0,1265.0,6000,5506.0,1314.0,6000,0.5116785075780232,1.8264621393210858,0.21883991805908767,0.29956796485760046,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.9,LR,2717.0,1081.0,6000,3201.0,1574.0,6000,2.437398392354986,6.8580222354197975,0.26221496476146783,0.09713056281568717,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.95,LR,3094.0,1340.0,6000,3510.0,1574.0,6000,2.437398392354986,6.8580222354197975,0.26221496476146783,0.09713056281568717,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.99,LR,3777.0,1528.0,6000,4090.0,1574.0,6000,2.437398392354986,6.8580222354197975,0.26221496476146783,0.09713056281568717,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.9,MLP,3250.0,837.0,6000,4046.0,1354.0,6000,0.6860240576094606,2.3553912447302388,0.2255607963442928,0.24743806938650167,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.95,MLP,3919.0,1108.0,6000,4531.0,1354.0,6000,0.6860240576094606,2.3553912447302388,0.2255607963442928,0.24743806938650167,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.99,MLP,4929.0,1306.0,6000,5248.0,1354.0,6000,0.6860240576094606,2.3553912447302388,0.2255607963442928,0.24743806938650167,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.9,RF,2857.0,792.0,6000,3551.0,1314.0,6000,0.9950942769796702,3.5507581966614374,0.21890157737182922,0.18031492989633277,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.95,RF,3414.0,1066.0,6000,3988.0,1314.0,6000,0.9950942769796702,3.5507581966614374,0.21890157737182922,0.18031492989633277,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.99,RF,4357.0,1266.0,6000,4724.0,1314.0,6000,0.9950942769796702,3.5507581966614374,0.21890157737182922,0.18031492989633277,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.9,AB,3019.0,795.0,6000,3769.0,1317.0,6000,0.8173099199077725,2.908248736177559,0.21937915769297514,0.21161519151016175,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.95,AB,3634.0,1069.0,6000,4232.0,1317.0,6000,0.8173099199077725,2.908248736177559,0.21937915769297514,0.21161519151016175,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.99,AB,4626.0,1268.0,6000,4979.0,1317.0,6000,0.8173099199077725,2.908248736177559,0.21937915769297514,0.21161519151016175,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.9,KNN,3448.0,802.0,6000,4307.0,1323.0,6000,0.5195726363620762,1.8376746201413556,0.22041499249967192,0.2978630775743037,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.95,KNN,4197.0,1076.0,6000,4815.0,1323.0,6000,0.5195726363620762,1.8376746201413556,0.22041499249967192,0.2978630775743037,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
7,0.99,KNN,5223.0,1275.0,6000,5496.0,1323.0,6000,0.5195726363620762,1.8376746201413556,0.22041499249967192,0.2978630775743037,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
8,0.9,LR,2724.0,1080.0,6000,3211.0,1573.0,6000,2.402688240974315,6.76524314667557,0.2620752860575478,0.09834842131356378,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
8,0.95,LR,3103.0,1339.0,6000,3527.0,1573.0,6000,2.402688240974315,6.76524314667557,0.2620752860575478,0.09834842131356378,<function <lambda> at 0x7f5051fa9d80>,<function <lambda> at 0x7f50349141f0>
