n_data,setting,ml,is_calibrated,gap_auc,gap_brier,gap_precision,gap_recall,prec,recall
1000,t_copula,RF,0,11.166776532630202,12.585175571381779,23.95604395604397,65.71428571428572,0.46153846153846156,0.23529411764705882
1000,t_copula,RF_iso,1,7.923533289386954,5.35072969691062,101.42857142857144,91.42857142857143,0.75,0.058823529411764705
1000,t_copula,KNN,0,18.806855636123927,21.295851027660827,32.857142857142854,82.85714285714285,0.25,0.11764705882352941
1000,t_copula,KNN_iso,1,14.798945286750161,11.322755184661679,34.28571428571429,91.42857142857143,0.5,0.058823529411764705
1000,t_copula,ADA,0,3.5596572181938066,39.4799929851565,32.857142857142854,88.57142857142858,0.25,0.0784313725490196
1000,t_copula,ADA_iso,1,2.8609096901779805,6.736960675021253,19.428571428571427,91.42857142857143,0.3,0.058823529411764705
5000,t_copula,RF,0,9.019968525601598,13.183803863667485,22.610383309073256,75.54585152838428,0.3888888888888889,0.20973782771535582
5000,t_copula,RF_iso,1,7.990276286854739,5.581628343476239,57.6419213973799,94.75982532751091,0.5,0.0449438202247191
5000,t_copula,KNN,0,12.12050942668653,16.83881663507273,19.590423129046815,75.98253275109171,0.3793103448275862,0.20599250936329588
5000,t_copula,KNN_iso,1,9.642942752029663,6.6858488980823205,5.094614264919928,97.37991266375546,0.3333333333333333,0.02247191011235955
5000,t_copula,ADA,0,2.0187387312273914,38.52496240674331,46.54037763700103,85.58951965065503,0.4647887323943662,0.12359550561797752
5000,t_copula,ADA_iso,1,1.9012308365728163,2.8524559347419935,68.51377804547505,86.46288209606988,0.5344827586206896,0.11610486891385768
10000,t_copula,RF,0,8.691952609133478,13.234210809903876,7.803215303215315,71.94444444444444,0.36996336996337,0.19423076923076923
10000,t_copula,RF_iso,1,8.090172410297297,4.739994760725915,37.12418300653595,97.77777777777779,0.47058823529411764,0.015384615384615385
10000,t_copula,KNN,0,11.46133102641911,15.130175414272715,21.16170294005347,66.38888888888889,0.41580756013745707,0.2326923076923077
10000,t_copula,KNN_iso,1,9.108278532856636,4.830439516499746,58.939393939393945,98.33333333333334,0.5454545454545454,0.011538461538461539
10000,t_copula,ADA,0,0.8037928913700246,39.0703237879866,12.582070707070711,90.55555555555556,0.38636363636363635,0.06538461538461539
10000,t_copula,ADA_iso,1,0.6772054798223818,0.6996634075330421,6.605691056910573,95.83333333333333,0.36585365853658536,0.028846153846153848
500,5_non_linear,RF,0,22.36477115117891,20.179061720180226,100.0,100.0,0.0,0.0
500,5_non_linear,RF_iso,1,16.782246879334252,15.792949450790575,100.0,100.0,0.0,0.0
500,5_non_linear,KNN,0,24.13314840499307,24.593338825050424,29.166666666666668,95.0,0.16666666666666666,0.045454545454545456
500,5_non_linear,KNN_iso,1,31.27600554785021,9.968648528353372,100.0,100.0,0.0,0.0
500,5_non_linear,ADA,0,20.145631067961165,42.00031316258197,100.0,100.0,0.0,0.0
500,5_non_linear,ADA_iso,1,23.68238557558946,7.673311619587342,100.0,100.0,0.0,0.0
1000,5_non_linear,RF,0,0.20083828152288424,5.198359681846203,77.6470588235294,88.23529411764706,0.4,0.09302325581395349
1000,5_non_linear,RF_iso,1,0.279427174292686,0.08407060172790495,77.6470588235294,94.11764705882354,0.4,0.046511627906976744
1000,5_non_linear,KNN,0,13.456164862032812,15.637260066338323,36.651583710407245,88.23529411764706,0.3076923076923077,0.09302325581395349
1000,5_non_linear,KNN_iso,1,12.224938875305607,4.173339950649819,99.99999999999999,100.0,0.0,0.0
1000,5_non_linear,ADA,0,5.990220048899747,42.278690368884426,90.3361344537815,91.17647058823529,0.42857142857142855,0.06976744186046512
1000,5_non_linear,ADA_iso,1,1.912329724065642,0.3653635671672534,99.99999999999999,100.0,0.0,0.0
5000,5_non_linear,RF,0,9.27161393607545,7.593148015307074,37.41496598639457,97.27891156462584,0.19047619047619047,0.01818181818181818
5000,5_non_linear,RF_iso,1,9.615468470657119,4.787146752889445,100.0,100.00000000000001,0.0,0.0
5000,5_non_linear,KNN,0,13.919879401742937,16.170908456824876,11.846689895470384,85.03401360544217,0.2682926829268293,0.1
5000,5_non_linear,KNN_iso,1,12.655964817202689,5.626708762658215,100.0,100.00000000000001,0.0,0.0
5000,5_non_linear,ADA,0,4.50592713024736,44.826204696873866,64.28571428571426,99.31972789115648,0.5,0.004545454545454545
5000,5_non_linear,ADA_iso,1,4.130303426709761,3.2719103833852623,64.28571428571426,99.31972789115648,0.5,0.004545454545454545
10000,5_non_linear,RF,0,4.982172750072985,4.464050830901034,0.4382826475849778,94.4767441860465,0.2923076923076923,0.0395010395010395
10000,5_non_linear,RF_iso,1,3.9742703784678883,2.501576422541448,114.75290697674419,98.54651162790698,0.625,0.010395010395010396
10000,5_non_linear,KNN,0,11.542883695438475,14.213631468002772,22.472944968915492,79.06976744186046,0.3564356435643564,0.1496881496881497
10000,5_non_linear,KNN_iso,1,10.373389292331149,4.758844293248622,100.0,99.99999999999999,0.0,0.0
10000,5_non_linear,ADA,0,2.680640529962288,40.702796146370986,14.098837209302328,99.4186046511628,0.25,0.004158004158004158
10000,5_non_linear,ADA_iso,1,2.4543372194851747,1.6409262730857586,100.0,99.99999999999999,0.0,0.0
