seed,alpha,method,VaR,lb_bound,ub_bound,CVaR_beta,CVaR_lb_bound,CVaR_ub_bound,a,b,mu_1,mu_2,pi,rho,mom1_pi,mom2_rho
1,0.95,AB,3646.0,1088.0,6000,4239.0,1335.0,6000,0.8370732779749943,2.927680925948785,0.22234473557342607,0.08572605316825195,0.22234473557465256,0.2098744147550149,0.22234473557465256,0.2098744147550149
1,0.99,AB,4629.0,1286.0,6000,4987.0,1335.0,6000,0.8370732779749943,2.927680925948785,0.22234473557342607,0.08572605316825195,0.22234473557465256,0.2098744147550149,0.22234473557465256,0.2098744147550149
1,0.9,KNN,3478.0,815.0,6000,4336.0,1335.0,6000,0.5181853682379152,1.8118567509332475,0.222393133605149,0.10139030960192616,0.2223931335722991,0.30029650203009955,0.2223931335722991,0.30029650203009955
1,0.95,KNN,4227.0,1088.0,6000,4844.0,1335.0,6000,0.5181853682379152,1.8118567509332475,0.222393133605149,0.10139030960192616,0.2223931335722991,0.30029650203009955,0.2223931335722991,0.30029650203009955
1,0.99,KNN,5245.0,1287.0,6000,5523.0,1335.0,6000,0.5181853682379152,1.8118567509332475,0.222393133605149,0.10139030960192616,0.2223931335722991,0.30029650203009955,0.2223931335722991,0.30029650203009955
2,0.9,LR,2713.0,1083.0,6000,3195.0,1575.0,6000,2.4639623264027835,6.924109321067995,0.2624567023906979,0.08751769916937752,0.26245670239069757,0.09626425711488751,0.26245670239069757,0.09626425711488751
2,0.95,LR,3088.0,1341.0,6000,3503.0,1575.0,6000,2.4639623264027835,6.924109321067995,0.2624567023906979,0.08751769916937752,0.26245670239069757,0.09626425711488751,0.26245670239069757,0.09626425711488751
2,0.99,LR,3768.0,1530.0,6000,4081.0,1575.0,6000,2.4639623264027835,6.924109321067995,0.2624567023906979,0.08751769916937752,0.26245670239069757,0.09626425711488751,0.26245670239069757,0.09626425711488751
2,0.9,MLP,3283.0,783.0,6000,4117.0,1304.0,6000,0.5903425451207764,2.1239670996191435,0.21749270436585175,0.09312306568092163,0.21749270436584323,0.2692290346380158,0.21749270436584323,0.2692290346380158
2,0.95,MLP,3994.0,1057.0,6000,4622.0,1304.0,6000,0.5903425451207764,2.1239670996191435,0.21749270436585175,0.09312306568092163,0.21749270436584323,0.2692290346380158,0.21749270436584323,0.2692290346380158
2,0.99,MLP,5033.0,1257.0,6000,5349.0,1305.0,6000,0.5903425451207764,2.1239670996191435,0.21749270436585175,0.09312306568092163,0.21749270436584323,0.2692290346380158,0.21749270436584323,0.2692290346380158
2,0.9,RF,2942.0,825.0,6000,3648.0,1342.0,6000,0.9615794322304253,3.3345542291704753,0.2238243751250696,0.08289996415200857,0.22382437512823325,0.1888169868687729,0.22382437512823325,0.1888169868687729
2,0.95,RF,3513.0,1097.0,6000,4089.0,1343.0,6000,0.9615794322304253,3.3345542291704753,0.2238243751250696,0.08289996415200857,0.22382437512823325,0.1888169868687729,0.22382437512823325,0.1888169868687729
2,0.99,RF,4463.0,1295.0,6000,4821.0,1343.0,6000,0.9615794322304253,3.3345542291704753,0.2238243751250696,0.08289996415200857,0.22382437512823325,0.1888169868687729,0.22382437512823325,0.1888169868687729
2,0.9,AB,3054.0,811.0,6000,3805.0,1331.0,6000,0.8113701750317139,2.8489331808158496,0.2216674674645692,0.08615787614747898,0.2216674674615423,0.2145783060978723,0.2216674674615423,0.2145783060978723
2,0.95,AB,3672.0,1084.0,6000,4271.0,1331.0,6000,0.8113701750317139,2.8489331808158496,0.2216674674645692,0.08615787614747898,0.2216674674615423,0.2145783060978723,0.2216674674615423,0.2145783060978723
2,0.99,AB,4663.0,1282.0,6000,5013.0,1331.0,6000,0.8113701750317139,2.8489331808158496,0.2216674674645692,0.08615787614747898,0.2216674674615423,0.2145783060978723,0.2216674674615423,0.2145783060978723
2,0.9,KNN,3569.0,839.0,6000,4429.0,1356.0,6000,0.49716491431371895,1.704121108229191,0.22585202886965358,0.10562559267403974,0.2258520288696503,0.3123744623123865,0.2258520288696503,0.3123744623123865
2,0.95,KNN,4328.0,1110.0,6000,4933.0,1356.0,6000,0.49716491431371895,1.704121108229191,0.22585202886965358,0.10562559267403974,0.2258520288696503,0.3123744623123865,0.2258520288696503,0.3123744623123865
2,0.99,KNN,5326.0,1308.0,6000,5581.0,1356.0,6000,0.49716491431371895,1.704121108229191,0.22585202886965358,0.10562559267403974,0.2258520288696503,0.3123744623123865,0.2258520288696503,0.3123744623123865
3,0.9,LR,2751.0,1096.0,6000,3244.0,1587.0,6000,2.3825734258003948,6.626648454348754,0.26445940143289604,0.08937291571726678,0.26445940143289615,0.09990786616322855,0.26445940143289615,0.09990786616322855
3,0.95,LR,3134.0,1354.0,6000,3556.0,1587.0,6000,2.3825734258003948,6.626648454348754,0.26445940143289604,0.08937291571726678,0.26445940143289615,0.09990786616322855,0.26445940143289615,0.09990786616322855
3,0.99,LR,3825.0,1542.0,6000,4139.0,1587.0,6000,2.3825734258003948,6.626648454348754,0.26445940143289604,0.08937291571726678,0.26445940143289615,0.09990786616322855,0.26445940143289615,0.09990786616322855
3,0.9,MLP,3253.0,766.0,6000,4090.0,1291.0,6000,0.5880996056727705,2.1466622783403344,0.21504600057164314,0.0914420997416768,0.215046000571636,0.26775468719453466,0.215046000571636,0.26775468719453466
3,0.95,MLP,3965.0,1042.0,6000,4595.0,1291.0,6000,0.5880996056727705,2.1466622783403344,0.21504600057164314,0.0914420997416768,0.215046000571636,0.26775468719453466,0.215046000571636,0.26775468719453466
3,0.99,MLP,5011.0,1242.0,6000,5328.0,1291.0,6000,0.5880996056727705,2.1466622783403344,0.21504600057164314,0.0914420997416768,0.215046000571636,0.26775468719453466,0.215046000571636,0.26775468719453466
3,0.9,RF,2917.0,794.0,6000,3632.0,1315.0,6000,0.9238224915651179,3.2924558405858626,0.21910851674711648,0.08080970104880969,0.219108516750558,0.19170756166066022,0.219108516750558,0.19170756166066022
3,0.95,RF,3496.0,1068.0,6000,4077.0,1315.0,6000,0.9238224915651179,3.2924558405858626,0.21910851674711648,0.08080970104880969,0.219108516750558,0.19170756166066022,0.219108516750558,0.19170756166066022
3,0.99,RF,4459.0,1267.0,6000,4817.0,1315.0,6000,0.9238224915651179,3.2924558405858626,0.21910851674711648,0.08080970104880969,0.219108516750558,0.19170756166066022,0.219108516750558,0.19170756166066022
3,0.9,AB,3057.0,801.0,6000,3816.0,1322.0,6000,0.7905649526072427,2.799859953098123,0.22018701779586103,0.08588729043238663,0.22018701779585897,0.21784475741169756,0.22018701779585897,0.21784475741169756
3,0.95,AB,3682.0,1074.0,6000,4285.0,1322.0,6000,0.7905649526072427,2.799859953098123,0.22018701779586103,0.08588729043238663,0.22018701779585897,0.21784475741169756,0.22018701779585897,0.21784475741169756
3,0.99,AB,4680.0,1273.0,6000,5030.0,1322.0,6000,0.7905649526072427,2.799859953098123,0.22018701779586103,0.08588729043238663,0.22018701779585897,0.21784475741169756,0.22018701779585897,0.21784475741169756
3,0.9,KNN,3331.0,768.0,6000,4187.0,1293.0,6000,0.5440998894175479,1.9825478345218148,0.2153445786147917,0.09428600927981516,0.21534457861392228,0.2835553982927936,0.21534457861392228,0.2835553982927936
3,0.95,KNN,4067.0,1044.0,6000,4698.0,1293.0,6000,0.5440998894175479,1.9825478345218148,0.2153445786147917,0.09428600927981516,0.21534457861392228,0.2835553982927936,0.21534457861392228,0.2835553982927936
3,0.99,KNN,5113.0,1244.0,6000,5418.0,1293.0,6000,0.5440998894175479,1.9825478345218148,0.2153445786147917,0.09428600927981516,0.21534457861392228,0.2835553982927936,0.21534457861392228,0.2835553982927936
4,0.9,LR,2727.0,1088.0,6000,3213.0,1580.0,6000,2.4372792779745334,6.819458311659259,0.26329786864693383,0.0882374439168312,0.26329786864693383,0.09749688838785082,0.26329786864693383,0.09749688838785082
4,0.95,LR,3105.0,1347.0,6000,3521.0,1580.0,6000,2.4372792779745334,6.819458311659259,0.26329786864693383,0.0882374439168312,0.26329786864693383,0.09749688838785082,0.26329786864693383,0.09749688838785082
4,0.99,LR,3789.0,1535.0,6000,4096.0,1580.0,6000,2.4372792779745334,6.819458311659259,0.26329786864693383,0.0882374439168312,0.26329786864693383,0.09749688838785082,0.26329786864693383,0.09749688838785082
4,0.9,MLP,3120.0,688.0,6000,3971.0,1220.0,6000,0.5683146439335904,2.2284326831136725,0.20320557328773747,0.08393771006192415,0.2032055732877389,0.2633833420718312,0.2032055732877389,0.2633833420718312
4,0.95,MLP,3838.0,967.0,6000,4488.0,1220.0,6000,0.5683146439335904,2.2284326831136725,0.20320557328773747,0.08393771006192415,0.2032055732877389,0.2633833420718312,0.2032055732877389,0.2633833420718312
4,0.99,MLP,4917.0,1170.0,6000,5259.0,1220.0,6000,0.5683146439335904,2.2284326831136725,0.20320557328773747,0.08393771006192415,0.2032055732877389,0.2633833420718312,0.2032055732877389,0.2633833420718312
4,0.9,RF,2885.0,785.0,6000,3594.0,1307.0,6000,0.942253644058761,3.384869070356522,0.21775523973974173,0.07939293509296455,0.21775523973927466,0.1877185966251506,0.21775523973927466,0.1877185966251506
4,0.95,RF,3457.0,1059.0,6000,4038.0,1307.0,6000,0.942253644058761,3.384869070356522,0.21775523973974173,0.07939293509296455,0.21775523973927466,0.1877185966251506,0.21775523973927466,0.1877185966251506
4,0.99,RF,4415.0,1259.0,6000,4785.0,1307.0,6000,0.942253644058761,3.384869070356522,0.21775523973974173,0.07939293509296455,0.21775523973927466,0.1877185966251506,0.21775523973927466,0.1877185966251506
4,0.9,AB,2967.0,769.0,6000,3715.0,1293.0,6000,0.8200538051673932,2.9861905925228642,0.21544959269168973,0.0815875803545739,0.2154495926916901,0.20806266124972156,0.2154495926916901,0.20806266124972156
4,0.95,AB,3578.0,1044.0,6000,4179.0,1293.0,6000,0.8200538051673932,2.9861905925228642,0.21544959269168973,0.0815875803545739,0.2154495926916901,0.20806266124972156,0.2154495926916901,0.20806266124972156
4,0.99,AB,4573.0,1245.0,6000,4936.0,1293.0,6000,0.8200538051673932,2.9861905925228642,0.21544959269168973,0.0815875803545739,0.2154495926916901,0.20806266124972156,0.2154495926916901,0.20806266124972156
4,0.9,KNN,3307.0,751.0,6000,4168.0,1277.0,6000,0.5371139571966567,1.9875825990763902,0.2127439655519288,0.09277726849344319,0.2127439655518616,0.28371236616674395,0.2127439655518616,0.28371236616674395
4,0.95,KNN,4046.0,1027.0,6000,4685.0,1277.0,6000,0.5371139571966567,1.9875825990763902,0.2127439655519288,0.09277726849344319,0.2127439655518616,0.28371236616674395,0.2127439655518616,0.28371236616674395
4,0.99,KNN,5101.0,1228.0,6000,5410.0,1277.0,6000,0.5371139571966567,1.9875825990763902,0.2127439655519288,0.09277726849344319,0.2127439655518616,0.28371236616674395,0.2127439655518616,0.28371236616674395
5,0.9,LR,2749.0,1101.0,6000,3239.0,1592.0,6000,2.422661076474846,6.709185743826525,0.2652980414749109,0.0896209048879183,0.2652980414749109,0.09869868916654773,0.2652980414749109,0.09869868916654773
5,0.95,LR,3129.0,1359.0,6000,3551.0,1592.0,6000,2.422661076474846,6.709185743826525,0.2652980414749109,0.0896209048879183,0.2652980414749109,0.09869868916654773,0.2652980414749109,0.09869868916654773
5,0.99,LR,3816.0,1547.0,6000,4128.0,1592.0,6000,2.422661076474846,6.709185743826525,0.2652980414749109,0.0896209048879183,0.2652980414749109,0.09869868916654773,0.2652980414749109,0.09869868916654773
5,0.9,MLP,3211.0,750.0,6000,4046.0,1276.0,6000,0.593983050454776,2.199410470421434,0.21263851513069684,0.08935065321510031,0.21263851513067872,0.26361620393367907,0.21263851513067872,0.26361620393367907
5,0.95,MLP,3919.0,1027.0,6000,4552.0,1276.0,6000,0.593983050454776,2.199410470421434,0.21263851513069684,0.08935065321510031,0.21263851513067872,0.26361620393367907,0.21263851513067872,0.26361620393367907
5,0.99,MLP,4971.0,1228.0,6000,5291.0,1276.0,6000,0.593983050454776,2.199410470421434,0.21263851513069684,0.08935065321510031,0.21263851513067872,0.26361620393367907,0.21263851513067872,0.26361620393367907
5,0.9,RF,2904.0,793.0,6000,3614.0,1315.0,6000,0.9380138747981723,3.3449999487498783,0.2190079027117196,0.08034057231691841,0.21900790271583134,0.18928589502126347,0.21900790271583134,0.18928589502126347
5,0.95,RF,3478.0,1067.0,6000,4059.0,1315.0,6000,0.9380138747981723,3.3449999487498783,0.2190079027117196,0.08034057231691841,0.21900790271583134,0.18928589502126347,0.21900790271583134,0.18928589502126347
5,0.99,RF,4437.0,1266.0,6000,4801.0,1315.0,6000,0.9380138747981723,3.3449999487498783,0.2190079027117196,0.08034057231691841,0.21900790271583134,0.18928589502126347,0.21900790271583134,0.18928589502126347
5,0.9,AB,3074.0,814.0,6000,3832.0,1334.0,6000,0.7978185483503194,2.792973883966683,0.22218453543871178,0.08701057276547838,0.2221845354161887,0.2178273173407872,0.2221845354161887,0.2178273173407872
5,0.95,AB,3698.0,1087.0,6000,4298.0,1334.0,6000,0.7978185483503194,2.792973883966683,0.22218453543871178,0.08701057276547838,0.2221845354161887,0.2178273173407872,0.2221845354161887,0.2178273173407872
5,0.99,AB,4692.0,1285.0,6000,5035.0,1334.0,6000,0.7978185483503194,2.792973883966683,0.22218453543871178,0.08701057276547838,0.2221845354161887,0.2178273173407872,0.2221845354161887,0.2178273173407872
5,0.9,KNN,3357.0,793.0,6000,4206.0,1314.0,6000,0.5576034796440006,1.989068353483912,0.21895380173857198,0.09615865789546797,0.2189538017386136,0.2819544764924222,0.2189538017386136,0.2819544764924222
5,0.95,KNN,4086.0,1067.0,6000,4711.0,1314.0,6000,0.5576034796440006,1.989068353483912,0.21895380173857198,0.09615865789546797,0.2189538017386136,0.2819544764924222,0.2189538017386136,0.2819544764924222
5,0.99,KNN,5121.0,1266.0,6000,5421.0,1314.0,6000,0.5576034796440006,1.989068353483912,0.21895380173857198,0.09615865789546797,0.2189538017386136,0.2819544764924222,0.2189538017386136,0.2819544764924222
6,0.9,LR,2725.0,1087.0,6000,3209.0,1579.0,6000,2.438054812619616,6.829746056162103,0.2630672418558457,0.08808503480574137,0.26306724185584557,0.09739183811408007,0.26306724185584557,0.09739183811408007
6,0.95,LR,3102.0,1345.0,6000,3521.0,1579.0,6000,2.438054812619616,6.829746056162103,0.2630672418558457,0.08808503480574137,0.26306724185584557,0.09739183811408007,0.26306724185584557,0.09739183811408007
6,0.99,LR,3786.0,1533.0,6000,4095.0,1579.0,6000,2.438054812619616,6.829746056162103,0.2630672418558457,0.08808503480574137,0.26306724185584557,0.09739183811408007,0.26306724185584557,0.09739183811408007
6,0.9,MLP,3360.0,791.0,6000,4208.0,1313.0,6000,0.5549163010378033,1.9812785611539743,0.21879876397122658,0.09620899809092695,0.21879876397125303,0.28278984585713346,0.21879876397125303,0.28278984585713346
6,0.95,MLP,4090.0,1066.0,6000,4716.0,1313.0,6000,0.5549163010378033,1.9812785611539743,0.21879876397122658,0.09620899809092695,0.21879876397125303,0.28278984585713346,0.21879876397125303,0.28278984585713346
6,0.99,MLP,5126.0,1265.0,6000,5417.0,1313.0,6000,0.5549163010378033,1.9812785611539743,0.21879876397122658,0.09620899809092695,0.21879876397125303,0.28278984585713346,0.21879876397125303,0.28278984585713346
6,0.9,RF,2885.0,799.0,6000,3583.0,1320.0,6000,0.9762661920867389,3.4616709475530594,0.2199819784112266,0.07994629868451293,0.2199819784211673,0.18389326215459686,0.2199819784211673,0.18389326215459686
6,0.95,RF,3448.0,1073.0,6000,4023.0,1320.0,6000,0.9762661920867389,3.4616709475530594,0.2199819784112266,0.07994629868451293,0.2199819784211673,0.18389326215459686,0.2199819784211673,0.18389326215459686
6,0.99,RF,4396.0,1272.0,6000,4758.0,1320.0,6000,0.9762661920867389,3.4616709475530594,0.2199819784112266,0.07994629868451293,0.2199819784211673,0.18389326215459686,0.2199819784211673,0.18389326215459686
6,0.9,AB,3012.0,797.0,6000,3756.0,1319.0,6000,0.8287433915007479,2.9435075369365933,0.21969466168149218,0.08418776940331078,0.2196946616814952,0.20954472323345474,0.2196946616814952,0.20954472323345474
6,0.95,AB,3622.0,1071.0,6000,4221.0,1319.0,6000,0.8287433915007479,2.9435075369365933,0.21969466168149218,0.08418776940331078,0.2196946616814952,0.20954472323345474,0.2196946616814952,0.20954472323345474
6,0.99,AB,4611.0,1270.0,6000,4967.0,1319.0,6000,0.8287433915007479,2.9435075369365933,0.21969466168149218,0.08418776940331078,0.2196946616814952,0.20954472323345474,0.2196946616814952,0.20954472323345474
6,0.9,KNN,3442.0,792.0,6000,4309.0,1314.0,6000,0.510870339396087,1.8235145317342156,0.2188458063252977,0.0991630092077609,0.21884580632529757,0.29990539144361467,0.21884580632529757,0.29990539144361467
6,0.95,KNN,4197.0,1066.0,6000,4818.0,1314.0,6000,0.510870339396087,1.8235145317342156,0.2188458063252977,0.0991630092077609,0.21884580632529757,0.29990539144361467,0.21884580632529757,0.29990539144361467
6,0.99,KNN,5227.0,1265.0,6000,5507.0,1314.0,6000,0.510870339396087,1.8235145317342156,0.2188458063252977,0.0991630092077609,0.21884580632529757,0.29990539144361467,0.21884580632529757,0.29990539144361467
7,0.9,LR,2717.0,1081.0,6000,3201.0,1574.0,6000,2.437398392354986,6.8580222354197975,0.262214964761468,0.08754739907283446,0.26221496476146783,0.09713056281568717,0.26221496476146783,0.09713056281568717
7,0.95,LR,3094.0,1340.0,6000,3510.0,1574.0,6000,2.437398392354986,6.8580222354197975,0.262214964761468,0.08754739907283446,0.26221496476146783,0.09713056281568717,0.26221496476146783,0.09713056281568717
7,0.99,LR,3777.0,1528.0,6000,4090.0,1574.0,6000,2.437398392354986,6.8580222354197975,0.262214964761468,0.08754739907283446,0.26221496476146783,0.09713056281568717,0.26221496476146783,0.09713056281568717
7,0.9,MLP,3250.0,837.0,6000,4046.0,1354.0,6000,0.6860240576094606,2.3553912447302388,0.2255607963441765,0.09410092767986841,0.2255607963442928,0.24743806938650167,0.2255607963442928,0.24743806938650167
7,0.95,MLP,3919.0,1108.0,6000,4531.0,1354.0,6000,0.6860240576094606,2.3553912447302388,0.2255607963441765,0.09410092767986841,0.2255607963442928,0.24743806938650167,0.2255607963442928,0.24743806938650167
7,0.99,MLP,4929.0,1306.0,6000,5248.0,1354.0,6000,0.6860240576094606,2.3553912447302388,0.2255607963441765,0.09410092767986841,0.2255607963442928,0.24743806938650167,0.2255607963442928,0.24743806938650167
7,0.9,RF,2854.0,792.0,6000,3548.0,1313.0,6000,0.9973257830383181,3.5606652166913517,0.21880819489416997,0.07863115453305045,0.21880819490373468,0.17992112618545766,0.21880819490373468,0.17992112618545766
7,0.95,RF,3411.0,1066.0,6000,3982.0,1313.0,6000,0.9973257830383181,3.5606652166913517,0.21880819489416997,0.07863115453305045,0.21880819490373468,0.17992112618545766,0.21880819490373468,0.17992112618545766
7,0.99,RF,4353.0,1265.0,6000,4719.0,1313.0,6000,0.9973257830383181,3.5606652166913517,0.21880819489416997,0.07863115453305045,0.21880819490373468,0.17992112618545766,0.21880819490373468,0.17992112618545766
7,0.9,AB,3019.0,795.0,6000,3769.0,1317.0,6000,0.8173574180451647,2.908344640383105,0.21938346256225114,0.08436802789433566,0.21938346256006752,0.21160877000624792,0.21938346256006752,0.21160877000624792
7,0.95,AB,3634.0,1069.0,6000,4232.0,1317.0,6000,0.8173574180451647,2.908344640383105,0.21938346256225114,0.08436802789433566,0.21938346256006752,0.21160877000624792,0.21938346256006752,0.21160877000624792
7,0.99,AB,4626.0,1268.0,6000,4978.0,1317.0,6000,0.8173574180451647,2.908344640383105,0.21938346256225114,0.08436802789433566,0.21938346256006752,0.21160877000624792,0.21938346256006752,0.21160877000624792
7,0.9,KNN,3447.0,803.0,6000,4306.0,1324.0,6000,0.5207410526550379,1.8406528343230433,0.22052274110656458,0.09976753595237736,0.22052274104996505,0.2974956323547693,0.22052274104996505,0.2974956323547693
7,0.95,KNN,4195.0,1076.0,6000,4816.0,1324.0,6000,0.5207410526550379,1.8406528343230433,0.22052274110656458,0.09976753595237736,0.22052274104996505,0.2974956323547693,0.22052274104996505,0.2974956323547693
7,0.99,KNN,5221.0,1275.0,6000,5499.0,1324.0,6000,0.5207410526550379,1.8406528343230433,0.22052274110656458,0.09976753595237736,0.22052274104996505,0.2974956323547693,0.22052274104996505,0.2974956323547693
8,0.9,LR,2724.0,1080.0,6000,3211.0,1573.0,6000,2.402688240974315,6.76524314667557,0.2620752860575479,0.0877032367863087,0.2620752860575478,0.09834842131356378,0.2620752860575478,0.09834842131356378
8,0.95,LR,3103.0,1339.0,6000,3527.0,1573.0,6000,2.402688240974315,6.76524314667557,0.2620752860575479,0.0877032367863087,0.2620752860575478,0.09834842131356378,0.2620752860575478,0.09834842131356378
8,0.99,LR,3791.0,1527.0,6000,4103.0,1573.0,6000,2.402688240974315,6.76524314667557,0.2620752860575479,0.0877032367863087,0.2620752860575478,0.09834842131356378,0.2620752860575478,0.09834842131356378
8,0.9,MLP,3135.0,797.0,6000,3921.0,1318.0,6000,0.7163281254024592,2.5449170257707503,0.2196486593916128,0.08846925216611813,0.21964865939157172,0.23467319164321704,0.21964865939157172,0.23467319164321704
8,0.95,MLP,3789.0,1071.0,6000,4403.0,1318.0,6000,0.7163281254024592,2.5449170257707503,0.2196486593916128,0.08846925216611813,0.21964865939157172,0.23467319164321704,0.21964865939157172,0.23467319164321704
8,0.99,MLP,4805.0,1270.0,6000,5145.0,1318.0,6000,0.7163281254024592,2.5449170257707503,0.2196486593916128,0.08846925216611813,0.21964865939157172,0.23467319164321704,0.21964865939157172,0.23467319164321704
8,0.9,RF,2970.0,813.0,6000,3691.0,1333.0,6000,0.9047356316409351,3.16885772590777,0.22209767942346229,0.08338022657456103,0.222097679427031,0.19709896507810545,0.222097679427031,0.19709896507810545
8,0.95,RF,3557.0,1086.0,6000,4140.0,1333.0,6000,0.9047356316409351,3.16885772590777,0.22209767942346229,0.08338022657456103,0.222097679427031,0.19709896507810545,0.222097679427031,0.19709896507810545
8,0.99,RF,4523.0,1285.0,6000,4880.0,1333.0,6000,0.9047356316409351,3.16885772590777,0.22209767942346229,0.08338022657456103,0.222097679427031,0.19709896507810545,0.222097679427031,0.19709896507810545
8,0.9,AB,3026.0,797.0,6000,3779.0,1318.0,6000,0.8123136514402544,2.8874969900217358,0.21955546652510605,0.08466370234612443,0.21955546652497504,0.21277452993061985,0.21955546652497504,0.21277452993061985
